customer_Id,age,gender,dependent_count,education_level,marital_status,estimated_income,months_on_book,total_relationship_count,months_inactive_12_mon,credit_limit,total_trans_amount,total_trans_count,avg_utilization_ratio
CUST0491,44,Male,2,Graduate,Single,106569.55869570821,37,1,2,13090.687206040568,18844.672826577622,49,0.41263615357918493
CUST0492,59,Male,1,Post-Graduate,Single,14948.162062110336,32,3,0,5467.793051445175,6394.848130385744,65,0.10808421977354984
CUST0493,45,Male,0,Graduate,Married,51490.79110805322,49,5,3,14960.209948286223,17291.823783074036,64,0.1432860104338276
CUST0494,36,Female,3,Post-Graduate,Married,19568.455740548572,30,5,2,2125.0216003027704,10033.416285842979,67,0.21130408161679812
CUST0495,60,Male,2,High School,Married,17743.598617931748,16,6,4,12677.59153671143,3696.385457399906,38,0.7639448592579622
CUST0496,50,Male,1,Graduate,Single,69907.82459729596,28,6,4,5766.926184009559,13541.611681151322,55,0.30645150047784014
CUST0497,34,Male,3,Post-Graduate,Married,32687.184949936287,52,3,4,18934.64311952229,13840.345278764638,76,0.38409367965691094
CUST0498,43,Female,3,High School,Married,40617.78133033941,32,3,4,5435.308203756507,6095.028018255458,49,0.373911064142995
CUST0499,36,Female,4,Graduate,Married,20886.785989178254,30,3,3,16598.324155454797,1036.1199667376163,47,0.32014060725801635
CUST0500,31,Female,3,High School,Married,21931.83525910942,36,3,4,10364.12989366805,4397.021552168485,52,0.061080315937313966
CUST0501,54,Female,1,Doctorate,Married,7475.801717444185,46,2,3,14529.610831920374,8295.662179640793,52,0.07962093387895677
CUST0502,64,Female,1,High School,Married,38259.61961185301,35,5,0,8601.331844706152,3767.4767656674367,61,0.39935950533989256
CUST0503,31,Female,2,Graduate,Married,13101.761819621799,41,5,0,1457.173475178763,4283.583990672281,51,0.40946067736628267
CUST0504,50,Female,2,High School,Divorced,29806.672822858684,34,2,4,17987.24217988437,8132.117955454256,29,0.2606217244649115
CUST0505,38,Male,2,Graduate,Single,61524.01534566237,41,5,4,18809.528966408277,19254.838979016928,77,0.2514740404239985
CUST0506,40,Male,3,High School,Single,5350.652468037311,37,3,4,6237.231162539574,15402.748550449143,67,0.06537604892599529
CUST0507,39,Male,3,High School,Divorced,185700.9592801987,32,1,0,4609.682441760831,6735.093823918,62,0.13474702778851774
CUST0508,36,Male,4,Graduate,Married,17422.62478409839,38,6,2,15394.973648859397,19056.27934391169,58,0.36792437892214824
CUST0509,45,Female,2,Post-Graduate,Married,30485.576541975017,30,6,0,10233.87744657339,13090.112449045288,55,0.22703277943248348
CUST0510,36,Male,0,High School,Married,40580.89267665542,22,5,4,7207.458752473639,9381.268070482733,48,0.39996256800329
CUST0511,47,Male,4,High School,Single,16909.05912318663,35,1,2,11705.544041974148,9631.853879625369,31,0.3261763046445611
CUST0512,44,Male,0,Post-Graduate,Married,22596.032706828297,23,6,2,6220.151945015779,8509.517122790141,84,0.28069696603225713
CUST0513,42,Male,3,Graduate,Married,71471.38689777406,41,1,1,18620.629744327194,5043.345024645824,60,0.1162236913671057
CUST0514,35,Female,4,Post-Graduate,Single,56949.4017860937,35,2,3,6637.953618108766,8039.327748167261,35,0.23478995187989815
CUST0515,39,Female,4,High School,Single,27226.79882536565,50,4,4,15395.395316421194,10793.979488846155,44,0.2421489240894687
CUST0516,52,Female,1,Graduate,Married,33286.137275233974,32,5,3,8589.657188254398,10796.53333923931,64,0.26760121607192483
CUST0517,50,Male,3,High School,Single,37079.86260289748,35,2,1,10748.13816387203,15353.869593144102,64,0.18721410829747848
CUST0518,35,Female,3,High School,Married,49896.294086920105,21,2,3,26445.398708650988,7496.558214568375,48,0.330697716449398
CUST0519,45,Male,4,Graduate,Single,52466.728455645076,24,1,4,5583.192800613462,14477.561571427072,43,0.5617099280890279
CUST0520,52,Female,3,Graduate,Married,51488.86551038393,19,5,1,14682.454991489023,11772.790855989351,51,0.181310208314301
CUST0521,28,Female,4,Post-Graduate,Divorced,23827.69322738199,46,2,3,22441.74043583186,19255.98538827327,31,0.6858908944475903
CUST0522,50,Female,1,High School,Married,36192.16573492038,31,3,0,14304.434046250923,8013.056057662662,52,0.3916567327788612
CUST0523,38,Female,4,Graduate,Married,66320.8384216108,49,2,2,19356.728455866938,18073.72105308541,53,0.15417196488471732
CUST0524,50,Female,3,Graduate,Married,128924.43242904202,9,3,1,9283.110789104578,16502.529672316647,82,0.13513960276801068
CUST0525,37,Male,3,Doctorate,Single,35432.46034951985,51,4,0,13749.144624988514,12934.45354949441,53,0.5466528864957917
CUST0526,26,Female,4,High School,Single,21237.048854778524,35,3,4,16541.362259374775,13263.032101471286,63,0.07407156192071616
CUST0527,28,Male,4,High School,Divorced,16626.206549395112,39,3,2,8449.120978339535,2150.6737248250083,83,0.22474081116053965
CUST0528,45,Male,4,High School,Married,51772.92932434275,25,1,1,4099.079673411467,19029.379809071932,43,0.22654964328272748
CUST0529,47,Male,2,Graduate,Married,7105.2138889480875,41,2,2,3491.5762855339694,2585.253238167006,50,0.26603751537432474
CUST0530,35,Male,3,High School,Single,52143.44478895882,32,4,5,24478.920536602676,11483.049520498387,51,0.39659204855883273
CUST0531,51,Male,3,Post-Graduate,Single,52793.20657947804,24,2,5,21834.017376189335,6936.380608758513,34,0.15461447655277666
CUST0532,28,Female,2,High School,Single,21888.655393061214,23,3,1,4703.736874180986,8882.11357665211,56,0.2146560154887973
CUST0533,44,Female,4,Post-Graduate,Married,39918.33334081921,23,6,1,19350.572276390274,12398.568711317932,77,0.3246983116637839
CUST0534,32,Female,1,High School,Married,27952.778754289542,39,3,3,11787.638009038512,18222.60186870527,72,0.32322681078680443
CUST0535,38,Female,4,Graduate,Married,9405.87920754024,29,2,2,8671.648586507137,9422.558909659878,77,0.48060439626034945
CUST0536,45,Male,4,Post-Graduate,Married,49465.60903829382,19,4,5,4570.055984833584,19760.7263284756,50,0.10122857399688795
CUST0537,36,Female,2,High School,Single,46336.34811679633,39,6,5,7739.6750375657275,12059.835274354245,43,0.38489000688964436
CUST0538,41,Female,3,Doctorate,Single,23364.05173509765,14,4,2,3823.803721226043,3630.8018815224023,93,0.23800570962770856
CUST0539,55,Male,4,Graduate,Single,127609.55828969051,49,1,5,6749.3750613895845,4205.18124920942,63,0.33624308859562496
CUST0540,39,Male,3,Post-Graduate,Married,33498.375655374875,55,3,0,3737.184884396939,14464.165193990395,35,0.17779066588022985
CUST0541,53,Female,0,Graduate,Single,4762.553575461629,22,3,5,2396.4876734728628,1482.7569877459441,98,0.4122338048483853
CUST0542,33,Female,3,High School,Divorced,68713.27886682203,46,1,5,19684.144664856896,9866.660736333424,58,0.1606586814197059
CUST0543,50,Male,1,High School,Single,58110.690293010666,39,2,4,7366.8124829483695,3390.272641168574,15,0.38172973751352923
CUST0544,59,Female,1,High School,Divorced,62943.16953340723,30,3,0,11027.940461518228,8947.763385967977,81,0.3653684239384618
CUST0545,20,Female,4,High School,Married,13791.213153019264,31,2,3,5346.029685456288,15123.38973039853,25,0.20462394381476226
CUST0546,37,Female,3,High School,Divorced,39135.928207012745,42,4,1,7095.149548824556,9446.852100707965,64,0.6351806933259991
CUST0547,50,Female,4,High School,Married,33066.752186746446,35,6,5,3630.087001356243,3687.296625128076,72,0.3723613586211459
CUST0548,42,Male,2,Graduate,Divorced,29042.46187543601,10,6,3,24629.10738483356,5412.544721954528,70,0.15501145462264201
CUST0549,48,Male,1,Post-Graduate,Single,81217.37601424863,56,6,3,15833.677430379917,7667.0219787175565,83,0.29661425767863914
CUST0550,38,Male,4,High School,Married,33852.284617398065,40,5,0,5261.080017977048,1856.4430779850868,75,0.15757619139466966
CUST0551,45,Female,2,High School,Divorced,24038.92030687339,35,1,1,3615.567444271358,11894.583903581877,87,0.3558242947537577
CUST0552,43,Female,4,Graduate,Single,23841.915171361812,28,6,4,2200.3865485244496,12346.908929921978,58,0.4154737500998377
CUST0553,56,Female,3,High School,Single,12824.578263102174,34,3,3,9266.29579106107,1711.9625790850653,53,0.14727183779328554
CUST0554,47,Female,3,High School,Married,36390.06584033643,48,1,4,14473.270815390295,8345.070762896159,54,0.05971881218757938
CUST0555,48,Female,3,High School,Divorced,85437.03352861936,38,4,1,13441.262560928648,8573.013316252136,80,0.04708614585800265
CUST0556,40,Male,3,Post-Graduate,Married,25666.063659688953,39,4,1,5900.828809230556,7009.481586775723,50,0.527581964081817
CUST0557,40,Female,0,Post-Graduate,Married,40766.91766028996,23,4,0,7048.068354126,11375.92493645668,72,0.30404682195039195
CUST0558,40,Female,2,High School,Single,28683.197938637757,32,4,2,3519.224829478037,7246.17105617218,47,0.2995742328845924
CUST0559,48,Male,2,Graduate,Single,31153.42498613487,36,5,5,4095.432617072422,8619.980949817218,47,0.22210390190646243
CUST0560,40,Female,3,Graduate,Married,59931.79217652536,42,2,0,19641.69940631901,16051.70917511131,77,0.16383728460840943
CUST0561,47,Male,0,Graduate,Single,12666.644196982821,31,2,4,1472.9671602882233,3661.132430888928,66,0.06836793861988981
CUST0562,65,Male,3,Graduate,Married,7895.499728655669,45,6,0,1264.4360870583707,12572.736558416707,27,0.5500553696273576
CUST0563,53,Male,0,Graduate,Divorced,68784.38907662957,24,5,1,4707.434224119193,10359.09083297149,47,0.11813025499849934
CUST0564,41,Male,3,High School,Single,21394.821875649355,36,2,3,24430.629521601837,6448.896930847307,21,0.34124448639302035
CUST0565,57,Male,1,High School,Married,24273.451141615198,35,4,5,8534.050901073078,14686.92580156301,54,0.34578506625283556
CUST0566,40,Female,1,Graduate,Single,145727.1789896669,20,2,5,36726.96861748314,11248.173011052386,55,0.2097041181755653
CUST0567,24,Male,4,Post-Graduate,Married,57856.94874945761,35,1,2,6418.810598663564,9808.54977573356,52,0.142505464893876
CUST0568,34,Male,3,Graduate,Single,15627.074593814525,30,6,1,13779.836322036086,13519.551638038402,78,0.3256313721604045
CUST0569,26,Female,2,Post-Graduate,Married,72092.80558128342,50,2,5,17843.43043231575,16144.661005636535,66,0.17834400310546847
CUST0570,41,Female,4,Doctorate,Single,58800.996821541834,31,1,5,32466.026522887405,19467.041405654734,96,0.12030701069016543
CUST0571,45,Male,1,High School,Married,461.28467468606397,39,3,3,5073.561962783636,12772.332183339282,68,0.14202581347554177
CUST0572,61,Female,3,Graduate,Married,37404.44150627116,23,1,4,8458.27086491992,17551.579715307467,68,0.20116228029285643
CUST0573,48,Female,4,Graduate,Single,13271.597209269901,38,1,4,7244.132937261857,521.2850499476604,64,0.06970193861787388
CUST0574,42,Male,3,Doctorate,Married,31103.21443854371,31,4,4,14608.646647268451,10839.596008154878,55,0.033569362796039004
CUST0575,53,Male,1,Doctorate,Single,129193.1417534349,28,4,0,22670.237905979335,4685.627201018863,50,0.05195070157538229
CUST0576,22,Female,4,Graduate,Married,61701.77487892767,60,6,4,22625.291962053234,2336.752913121175,56,0.26598560250824504
CUST0577,47,Male,1,High School,Single,67523.21582984625,32,4,4,4975.033394367833,10873.434832755645,57,0.032687419010694586
CUST0578,52,Male,0,Post-Graduate,Married,28729.07274540339,33,1,0,4112.467083946175,15063.116869907335,58,0.03812956138683773
CUST0579,30,Female,1,High School,Single,67737.49141466769,45,5,3,13510.293945314927,8539.314188250406,69,0.467441953678601
CUST0580,56,Male,3,Post-Graduate,Married,17958.01565534978,28,4,1,3121.5428963091144,13567.09526221648,64,0.14003799941705322
CUST0581,48,Male,2,Post-Graduate,Single,37048.65681791531,40,4,5,14859.801898032054,10049.525449898523,52,0.2638434950800213
CUST0582,40,Male,1,High School,Married,59741.66872851677,41,1,2,8444.980184358225,9023.174386208808,48,0.4361157020863148
CUST0583,51,Male,2,Graduate,Single,58477.95939410232,38,3,5,20246.501485131426,6160.004488499282,63,0.16061664478519663
CUST0584,67,Male,0,Graduate,Married,8425.781333677687,58,3,4,18086.25474406626,7960.573532769588,46,0.4290238498749736
CUST0585,46,Female,4,Graduate,Married,111060.46102482633,27,2,4,9295.274442730517,7321.0148004913435,53,0.2671554005196636
CUST0586,47,Female,4,High School,Single,15036.803234315312,51,6,5,2868.155794129983,13100.65008829019,52,0.3391762982250558
CUST0587,40,Male,2,Post-Graduate,Married,162816.40287591572,40,3,5,3112.9756676052093,2762.360969943221,96,0.5009945590903075
CUST0588,36,Female,4,Post-Graduate,Single,60985.47390549537,45,4,4,8785.529388844447,2306.409189412217,40,0.18519683378557994
CUST0589,53,Male,1,Post-Graduate,Single,57397.1990938151,39,5,0,11935.569975661278,13370.253387064977,48,0.3672151488236596
CUST0590,36,Male,2,High School,Married,16242.572692461741,54,2,0,6520.660760899111,11152.812362638175,51,0.015695904534768258
CUST0591,45,Male,3,Post-Graduate,Married,22157.31032196903,32,6,0,3775.0321744396538,8888.901886481823,53,0.036356327599789
CUST0592,40,Male,1,Graduate,Married,105178.6835923169,40,5,2,6704.774739486094,3472.636245954119,74,0.35662496008689
CUST0593,49,Male,1,High School,Single,96214.26847379346,49,5,1,20353.29564843786,8515.028681451575,56,0.1992277456363248
CUST0594,48,Female,1,High School,Single,29368.700002318634,30,4,4,6706.3450163418,15899.769384740226,40,0.27632114973885324
CUST0595,55,Female,3,High School,Single,27435.22202513307,46,1,3,5125.3708802197025,17847.614097890513,81,0.11576356334219673
CUST0596,39,Male,0,Post-Graduate,Married,28079.999839467157,35,1,5,3021.945639667768,14200.243114302293,63,0.34667081028304386
CUST0597,42,Female,4,Graduate,Married,72429.17145890885,23,1,5,7998.680088995959,1668.287429677176,66,0.5152567456762306
CUST0598,35,Male,2,Graduate,Married,67684.60677980495,21,3,4,18215.033075286312,13572.990643721812,69,0.23758527792191111
CUST0599,40,Female,0,High School,Single,44394.39855860047,35,1,4,18820.796475417745,5199.218996152744,41,0.2798402673966312
CUST0600,48,Male,2,Graduate,Single,37324.2936363289,45,6,4,4269.026084492268,6647.399239014899,59,0.27840615074522973
CUST0601,52,Female,4,High School,Single,29104.15745185124,15,4,5,9352.436748409233,4319.527555219698,72,0.13356483951349502
CUST0602,35,Male,3,High School,Single,154434.67777528864,38,3,4,4642.972317935964,15627.23791709399,50,0.20717101512455321
CUST0603,53,Male,1,Graduate,Single,9433.144318316681,44,6,5,6260.470947360221,13147.74139142694,64,0.06699765879483698
CUST0604,58,Female,1,High School,Married,24528.16769435389,23,1,1,7886.369618443516,12430.783564684027,68,0.6267320807394421
CUST0605,49,Female,3,Post-Graduate,Married,42178.28015242361,29,6,3,5609.564467965961,13525.465888550883,38,0.3675474346879646
CUST0606,63,Male,0,High School,Married,7597.182298444446,41,5,0,24679.09706358056,5117.059097376116,44,0.3492835656745253
CUST0607,37,Female,0,Graduate,Married,20926.168355003418,44,4,3,5096.761818387147,9170.566079344551,25,0.283062468350205
CUST0608,32,Male,2,Graduate,Single,128097.91200580233,52,4,4,4755.825003883506,12848.44757020529,63,0.6674449676210172
CUST0609,27,Female,3,Graduate,Married,64599.49264658101,30,6,3,4246.622524622619,12913.583538556859,88,0.025684789850033998
CUST0610,59,Female,0,High School,Single,20783.154633592087,27,2,4,2022.1626678715031,15941.111323725045,49,0.09013307683909745
CUST0611,51,Male,3,High School,Divorced,20252.32148116882,52,4,3,25177.286831178306,6098.527350418156,57,0.44815414030492096
CUST0612,44,Female,4,Post-Graduate,Married,9506.528537753653,28,5,2,8310.90818683661,15521.554373088036,75,0.48614957272452075
CUST0613,47,Female,1,High School,Single,23297.61640692566,41,4,3,12043.74045029181,9083.597372030246,63,0.23474685189969513
CUST0614,33,Male,1,Post-Graduate,Divorced,50276.88847534506,57,2,0,10927.278992028,13568.367495149228,45,0.5734981781073849
CUST0615,69,Female,1,Doctorate,Single,44230.07229543179,43,4,0,5471.825696752787,9386.527911273091,82,0.3409288653564803
CUST0616,46,Male,3,High School,Married,24326.68647914289,43,4,3,8290.297625817651,18997.898310923392,62,0.6887857214570348
CUST0617,46,Male,3,High School,Married,14838.719313251979,48,2,5,14040.250150747233,3996.394162462067,56,0.43971803323025194
CUST0618,52,Male,2,Graduate,Single,28797.83680378127,41,4,5,2282.3318463825362,13662.599227355962,57,0.32805045843597486
CUST0619,49,Male,1,Doctorate,Married,28296.03384015025,43,6,5,6167.390591299405,11742.432514979098,68,0.21921144067482276
CUST0620,47,Male,2,Post-Graduate,Married,58913.444092710124,32,3,3,7060.227694410455,3868.25529848102,50,0.4228045287811504
CUST0621,37,Female,1,Graduate,Married,39652.183956205015,47,6,5,5328.547900451743,1787.1235483275245,83,0.09446958897481902
CUST0622,49,Male,2,Post-Graduate,Single,35782.62250181501,40,4,1,5244.205018304006,16083.31558494744,78,0.16442571654516042
CUST0623,63,Male,2,High School,Divorced,76823.52337545743,21,1,3,9537.627204309323,3570.301006102171,60,0.23866063424827758
CUST0624,58,Female,4,Doctorate,Single,95624.06952235612,38,1,0,21039.872553729656,4136.880314322631,60,0.4996204589849141
CUST0625,60,Female,2,Doctorate,Single,43838.9677077331,14,3,5,11636.70701451192,19579.467367786267,47,0.3617708643290144
CUST0626,39,Female,3,High School,Single,44636.38949929091,43,4,2,4148.246615740152,14486.5866037943,50,0.4208645891577987
CUST0627,35,Male,2,High School,Single,30398.570673997492,33,5,5,41732.84706635207,5384.493411223838,42,0.42778426844350276
CUST0628,43,Male,1,High School,Single,16050.057270927851,55,4,0,21175.637477423254,12023.504722956224,56,0.48510833944212967
CUST0629,45,Male,2,High School,Divorced,62224.812974997236,40,1,1,5657.402992710966,10915.18084884901,60,0.29223742499005617
CUST0630,55,Female,0,Post-Graduate,Single,54024.05216686252,45,2,3,21391.93751074515,16967.22871652003,36,0.37120427326948285
CUST0631,28,Male,1,High School,Single,32369.694140897453,25,3,5,9699.623043752788,14721.754582736176,70,0.34279264647092594
CUST0632,60,Female,0,High School,Single,39743.66253359591,42,2,2,2951.972843373592,16718.561947117123,46,0.49132006170840375
CUST0633,43,Male,1,High School,Married,73368.50697868477,29,5,0,19578.913503855325,4624.378465558568,66,0.23898450663450982
CUST0634,40,Female,3,Doctorate,Married,81862.87414981413,46,4,2,4148.739249571525,12984.2744851566,72,0.17174946796483187
CUST0635,34,Male,3,Graduate,Single,1968.142063269982,24,5,4,12025.368180302283,1284.6967391584162,79,0.05797842914322863
CUST0636,28,Male,3,Graduate,Single,19622.008512579647,37,2,0,9313.36784023543,1844.341939444792,76,0.24153125180346915
CUST0637,53,Male,0,High School,Single,32287.969441688692,24,4,4,12762.450801698635,14413.777137739648,84,0.17167792038623245
CUST0638,45,Female,4,Doctorate,Single,12801.031412842021,37,6,2,26467.295891623293,976.1920015566614,72,0.2823529642476745
CUST0639,32,Female,1,Post-Graduate,Single,40529.80666278286,56,6,3,8196.19899869523,11805.417673559929,62,0.07186876899903669
CUST0640,32,Male,3,High School,Married,20521.904345576066,43,5,3,2914.491951092493,16887.899419668334,52,0.064158075595507
CUST0641,41,Male,1,High School,Single,41549.31327311928,35,6,3,4675.203201725586,7908.865264151558,58,0.11923155181353683
CUST0642,61,Male,0,High School,Married,21055.027957580678,11,6,4,2714.38389112357,1374.3885183782995,84,0.6062054874171865
CUST0643,42,Female,4,High School,Single,21821.833155917644,30,1,3,1941.567776616569,14420.025267760173,57,0.21390205450281577
CUST0644,29,Male,0,Graduate,Divorced,41314.45040059845,40,6,1,17946.934238373688,18628.88582305094,59,0.28084789227180845
CUST0645,42,Male,1,Post-Graduate,Divorced,64119.53139575734,30,1,0,9069.750257061356,14484.842145136223,82,0.47866597619855705
CUST0646,42,Male,4,Graduate,Married,51814.160810914196,50,3,0,7470.5031625142055,11779.721238554119,56,0.2965740156127534
CUST0647,18,Male,4,Post-Graduate,Single,32501.11007338753,36,1,2,5766.33106285913,4985.562182641671,48,0.293180993036094
CUST0648,44,Female,0,Graduate,Single,5264.879033422038,46,1,5,15131.669864974661,799.8246688676913,76,0.1258750374163542
CUST0649,42,Female,3,Graduate,Married,21378.300061907692,38,2,4,23054.01697259764,14046.106115341538,47,0.535540133785156
CUST0650,51,Male,1,Graduate,Married,19445.674382818554,33,1,0,4040.9188348911102,5005.010428963713,66,0.16527261635816104
CUST0651,63,Male,2,High School,Married,56360.48364709744,31,1,4,11687.456328900447,17234.172205055973,63,0.1578420745404379
CUST0652,56,Female,2,High School,Married,37571.34530596973,25,2,2,17082.07912113327,9594.10031723592,64,0.33981940328378607
CUST0653,42,Female,0,Graduate,Divorced,38624.68696171536,46,1,3,10033.673199518767,10847.393856262897,23,0.4109320081358474
CUST0654,33,Male,1,High School,Single,16721.041003496946,31,6,5,14277.965865186989,15201.76261319415,71,0.22547704922517978
CUST0655,70,Female,1,High School,Married,84094.42885517649,41,1,2,2878.6206510662664,15698.896852165191,59,0.12815459297244783
CUST0656,45,Female,0,Graduate,Single,38428.99412744526,30,3,1,23485.545051508674,13031.691245071079,69,0.16781076170007686
CUST0657,45,Male,1,Doctorate,Single,15832.162618208911,25,1,3,15182.715204309305,18799.42040054849,67,0.2390338916585785
CUST0658,44,Female,3,Graduate,Married,16869.539930775005,41,1,3,12548.287984165905,19654.819508248176,64,0.3338179777733217
CUST0659,46,Female,0,Post-Graduate,Single,42672.69352882913,28,3,3,16262.304311536409,18964.266165305027,54,0.1603738664598382
CUST0660,43,Male,3,Graduate,Married,15295.549759246971,31,2,2,6561.286713305543,16571.4941142069,54,0.8359192541149242
CUST0661,39,Male,1,Post-Graduate,Single,19662.990836138204,23,6,1,3411.7400569343654,14259.691794762903,59,0.5796784116297092
CUST0662,39,Female,0,Graduate,Married,12217.40707432644,31,1,5,2734.7776171396004,13434.854228692517,62,0.25697132839245435
CUST0663,44,Male,1,Post-Graduate,Married,56036.22030035281,36,6,4,2340.258497545197,2523.128449950411,53,0.1264131982116321
CUST0664,39,Female,0,Graduate,Married,15624.870741003067,33,5,2,11567.635165181227,5793.944762972694,74,0.10761015093170452
CUST0665,37,Male,1,Graduate,Single,93522.84912322648,44,6,0,5975.89586832509,610.9203588228522,55,0.5777163303593857
CUST0666,46,Female,3,Graduate,Married,46624.95417848292,37,2,0,22506.826642279506,3179.4924695628415,45,0.3712883891886783
CUST0667,42,Male,3,Graduate,Married,12171.338236535117,60,2,2,19419.515132373966,9064.974804799172,68,0.06984142610443221
CUST0668,60,Female,1,High School,Married,51477.190769946625,40,1,4,15112.35981699135,3357.4627403869304,88,0.4086851641362715
CUST0669,18,Female,0,High School,Single,84194.11156811198,18,3,0,12853.978555227117,18082.436586196778,42,0.10609664245785648
CUST0670,55,Female,2,High School,Married,31417.440096240036,33,2,4,4658.380486162602,16211.134114037997,58,0.15054473955521772
CUST0671,57,Male,3,Post-Graduate,Married,90878.76329649333,34,3,3,5422.898674636099,1896.4322857456054,75,0.3942433551866915
CUST0672,24,Male,3,High School,Married,47265.71301827278,29,5,2,4639.394950661299,5353.817451611688,68,0.2216970399514422
CUST0673,41,Female,2,High School,Married,20540.28501500633,36,3,3,3309.942998915485,16471.901749924422,69,0.5494777631952761
CUST0674,41,Female,1,Graduate,Married,129425.19193002902,29,4,0,7651.878686607226,16159.399467917534,60,0.43473559890736285
CUST0675,30,Male,0,High School,Single,9239.903560527955,39,3,4,16924.862218227667,18936.28572729688,20,0.30104109240590543
CUST0676,37,Male,1,Graduate,Single,25696.767486353867,16,2,3,7271.470009287226,19952.181351538526,63,0.06692577506646
CUST0677,33,Male,4,High School,Single,32501.690383198173,47,3,0,4435.229236354488,19537.266233201877,65,0.2198953724889633
CUST0678,62,Male,3,Doctorate,Married,115265.14675631528,20,3,1,7276.541243498668,8497.69072156811,76,0.13768140248023736
CUST0679,54,Male,4,Post-Graduate,Married,56954.74347117498,33,4,3,9484.513305873432,5381.404654139628,48,0.21519900333985306
CUST0680,57,Male,3,Post-Graduate,Single,50361.717613493165,28,4,1,5570.541828790271,15288.998713327719,85,0.413745432742641
CUST0681,52,Female,3,Graduate,Married,17925.25487239094,39,1,1,7700.726573646232,6335.8214085086,55,0.28313932230605593
CUST0682,33,Male,4,Post-Graduate,Married,30496.127815172473,34,2,5,41267.33382333768,16224.80702256093,52,0.18293199574692304
CUST0683,39,Female,4,High School,Married,20953.53122030454,38,1,0,2267.172323912836,10912.117242759527,49,0.1851961807211453
CUST0684,49,Male,1,High School,Single,49158.34785083317,47,4,2,946.9692043908885,15981.5818670816,75,0.11672761576428928
CUST0685,32,Male,4,High School,Single,75308.53235805138,43,3,4,8980.884952809183,5879.6576544817035,43,0.15011822038226713
CUST0686,52,Female,1,Graduate,Single,148896.2286599211,36,4,0,11187.609138013031,10406.532653299506,69,0.31021303889068624
CUST0687,42,Female,1,Graduate,Single,22979.015648089855,40,5,5,7403.232428586778,11498.46397524255,47,0.39604793601827976
CUST0688,41,Male,1,Graduate,Single,8971.411689828814,55,3,5,3583.761192351584,18890.607320542575,59,0.17339040412535806
CUST0689,52,Female,3,High School,Single,26048.297876445948,44,1,3,22237.643581899654,5698.652748193137,37,0.39260186799264285
CUST0690,49,Female,3,Graduate,Married,68383.5344830054,33,3,4,8580.798068164284,18765.420666055445,71,0.24713080290270628
CUST0691,41,Female,4,Graduate,Single,16037.439447815093,48,5,5,9298.200352380183,16194.748851581458,57,0.5056510598194238
CUST0692,56,Female,3,Graduate,Divorced,33412.40765297802,39,4,2,14937.64853220496,14752.434054690559,68,0.35435846220845735
CUST0693,34,Male,4,Graduate,Single,50821.44181701812,26,2,0,7163.236663813279,15843.97024910994,57,0.30454877823437904
CUST0694,51,Female,3,High School,Single,23370.904661271798,34,6,2,6648.63107301865,12305.788394661111,67,0.33781664584646864
CUST0695,50,Male,0,Post-Graduate,Single,39681.73532159844,21,2,3,22236.977879781192,5259.560204018474,59,0.40626337732093126
CUST0696,41,Male,0,Graduate,Single,14664.516344414078,13,2,0,1620.3893403438722,4195.151892377128,71,0.1913507464384604
CUST0697,48,Male,4,High School,Married,78894.8568518663,26,4,3,10756.910516994376,17393.657999082614,68,0.5882302969507512
CUST0698,32,Male,3,High School,Single,27658.127540082303,37,2,4,10067.165963133106,14640.218350618747,62,0.13140636924918048
CUST0699,54,Female,3,Graduate,Divorced,38825.67858713155,37,5,4,5922.6068180887205,4657.483513838506,46,0.3421803888497404
CUST0700,43,Female,1,Post-Graduate,Married,5530.867168903919,21,4,2,7412.9088850342905,12494.32063455083,53,0.35267754732805545
CUST0701,39,Male,2,Graduate,Married,12835.335975183101,12,2,2,20934.89496020474,9227.156387577365,48,0.41586194249429126
CUST0702,55,Male,4,High School,Married,66818.8183079849,50,6,4,4136.903650094813,3593.7758142803314,81,0.09190014719195615
CUST0703,37,Male,2,Post-Graduate,Married,23097.76960726514,36,1,1,14253.261506422834,10871.213632464705,71,0.6731422819684382
CUST0704,30,Male,2,Graduate,Single,15353.271592945835,51,4,4,8379.592737186635,5989.622303095137,60,0.14965737600905868
CUST0705,29,Female,4,Graduate,Married,8235.778586735876,50,4,0,13199.03476753637,2376.7604210726454,51,0.3825946364228174
CUST0706,51,Male,3,Graduate,Single,77885.60853633806,43,3,3,11325.910656873848,9605.68682163551,48,0.33442230387592037
CUST0707,32,Female,4,High School,Single,55229.05026085264,36,2,4,878.2940332865528,12007.116765824456,61,0.40559690215959104
CUST0708,62,Male,2,Graduate,Married,52688.08839350218,32,1,4,4049.269359428278,1414.675002432435,87,0.2511926493924961
CUST0709,24,Male,3,High School,Married,99185.78795703505,43,6,5,4618.975749350389,8340.808613514437,60,0.08479521253771966
CUST0710,61,Male,0,Doctorate,Married,25717.8049010486,34,5,3,3551.315261985965,5524.407436815363,78,0.4083762741123382
CUST0711,47,Male,4,Graduate,Single,9083.45040789629,30,4,5,5145.223556132407,1097.686518791032,64,0.2681841335647634
CUST0712,44,Female,4,Graduate,Married,34927.5661788955,15,5,3,9281.957617501785,2950.419717424363,68,0.2963603096619641
CUST0713,39,Female,3,Graduate,Single,111908.1365156715,35,5,0,15940.217430296789,3211.1660969583622,52,0.04554103967463989
